"#name SkillLevel","#unique id","#index skillId level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"id","skillId","name","skillType","level","dmgType","specialEffect","targetType","atkRange","actionId","selectType","rangeWay","targetLimit","nailAttr","passiveAttr","fixValue","skillFactor","actionTime","skillTime","cdTime","extraCd","cease","buffMoment","buffs","fighting","skillWarning"
"4001531","4001531","犀牛精-7000510","1","1","1","","3","65","1","1","0","1","","","0","10000","920","970","1500","","2","0","","0","0"
"4001532","4001532","犀牛精-7000510","2","1","2","","3","100","2","3","1#150","10","","","0","60000","2920","2970","-1","1#3","2","0","","0","1"
"4001534","4001534","普攻","1","1","1","","3","65","1","1","3#60#65","3","","","0","10000","670","720","280","","2","0","","0","0"
"4001535","4001535","乱击","2","1","2","","3","100","2","1","3#120#300","10","","","0","15000","3040","3090","-1","1#7","2","1","2030001#10000#1#0","0","1"
"4001536","4001536","巨灵之力","2","1","4","","1","100","3","1","0","1","","","0","10000","1080","1130","12000","","2","1","1010802#10000#-1#0","0","0"
"4001537","4001537","普攻","1","1","1","","3","65","1","1","0","1","","","0","10000","420","470","530","","2","0","","0","0"
"4001538","4001538","轩辕刃","2","1","2","","3","100","2","1","2#200#500","5","","","0","60000","2170","2220","-1","1#7","2","1","1011002#10000#-1#0","0","1"
"4001539","4001539","浮空血斩","2","1","2","","3","100","3","2","1#350","10","","","0","60000","2170","2220","12000","","2","1","2030001#10000#-1#0","0","1"
"4001540","4001540","普攻","1","1","7","4206101#1#1#1","3","250","1","1","1#100","10","","","0","10000","1170","1220","450","","2","0","","0","0"
"4001541","4001541","雷击","2","1","7","4206201#2#4#1#20","3","250","2","2","3#120#350","1","","","0","10000","3000","3050","-1","1#5","2","0","","0","1"
"4001542","4001542","雷云压境","2","1","2","","3","250","3","3","1#350","10","","","0","20000","2170","3920","15000","","2","1","3030002#10000#-1#0","0","1"
"4001543","4001543","普攻","1","1","7","4405101#1#1#1","3","250","1","1","0","1","","","0","10000","540","590","200","","2","0","","0","0"
"4001544","4001544","天诛","2","1","7","4405201#1#1#1","3","250","2","3","1#200","1","","","0","60000","2330","2380","-1","1#6","2","0","","0","1"
"4001545","4001545","无垢华莲","2","1","4","","1","250","3","2","1#350","1","","","0","6000","2750","2800","20000","","2","1","5010003#10000#-1#0","0","1"
"4001546","4001546","普攻","1","1","7","4411101#1#1#1","3","250","1","1","0","1","","","0","10000","540","590","200","","2","0","","0","0"
"4001547","4001547","灵石冲击","2","1","7","4411201#1#1#1","3","250","2","2","2#200#350","10","","","0","20000","2830","2880","-1","1#8","2","0","","0","1"
"4001548","4001548","补天囚笼","2","1","2","","3","250","3","2","1#350","20","","","0","20000","4580","4630","22000","","2","0","","0","1"
"4001549","4001549","普攻","1","1","7","4206101#1#1#1","3","250","1","1","0","1","","","0","10000","920","970","450","","2","0","","0","0"
"4001550","4001550","日冕","2","1","7","4206201#2#4#1#20","3","250","2","2","3#120#350","1","","","0","10000","750","800","-1","1#5","2","0","","0","1"
"4001551","4001551","赤阳之琐","2","1","2","","3","250","3","3","1#350","10","","","0","20000","2170","3920","15000","","2","1","3030002#10000#-1#0","0","1"
"4001990","4001990","天诛","2","1","7","4405203#1#1#1","3","350","2","1","0","1","","","0","30000","1080","1130","-1","1#3","2","1","3010002#10000#-1#0","0","0"
"4001991","4001991","无垢华莲","2","1","4","","1","350","3","2","1#250","1","","","0","5000","2000","2050","8000","","2","1","5010003#10000#-1#0|3010002#10000#-1#3#15","0","0"
"4001992","4001992","普攻","1","1","1","","3","100","1","1","0","1","","","0","1000","750","800","250","","1","0","","0","0"
"4001993","4001993","狮王-7000505","1","1","1","","3","150","1","1","0","1","","","0","10000","950","1000","1500","","1","0","","0","0"
"4001994","4001994","狮王-7000505","2","1","2","","3","150","2","3","1#150","10","","","0","20000","3830","3880","-1","1#3","1","0","3030002#10000#-1#0","0","1"
