"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7006104","天蓬","1030001","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","22653"
"7006105","程咬金","1030002","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","22653"
"7006106","水神共工","1030017","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","22653"
"7006107","轩辕","1040002","150","12","2","203#2904|202#175627|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","23517"
"7006108","帝释天","1040005","150","12","2","203#2904|202#175627|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","23517"
"7006109","白泽","1040009","150","12","2","203#2904|202#175627|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","23517"
"7006110","天蓬","1030001","150","12","2","203#3388|202#204932|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","24408"
"7006111","程咬金","1030002","150","12","2","203#3388|202#204932|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","24408"
"7006112","水神共工","1030017","150","12","2","203#3388|202#204932|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","24408"
"7006113","程咬金","1030002","150","12","2","203#3900|202#235872|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","25272"
"7006114","水神共工","1030017","150","12","2","203#3900|202#235872|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","25272"
"7006115","东方教主","1030003","150","12","2","203#3900|202#235872|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","25272"
"7006116","天蓬","1030001","150","13","2","203#4438|202#268445|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","26136"
"7006117","水神共工","1030017","150","13","2","203#4438|202#268445|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","26136"
"7006118","水神共工","1030017","150","13","2","203#4438|202#268445|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","26136"
"7006119","天蓬","1030001","150","13","2","203#5004|202#302652|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","27027"
"7006120","程咬金","1030002","150","13","2","203#5004|202#302652|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","27027"
"7006121","水神共工","1030017","150","13","2","203#5004|202#302652|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","27027"
"7006122","西王母","1040012","150","13","2","203#5596|202#338465|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","27891"
"7006123","轩辕","1040002","150","13","2","203#5596|202#338465|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","27891"
"7006124","白泽","1040009","150","13","2","203#5596|202#338465|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","27891"
"7006125","天蓬","1030001","150","13","2","203#1776|202#107410|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","28782"
"7006126","程咬金","1030002","150","13","2","203#1776|202#107410|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","28782"
"7006127","水神共工","1030017","150","13","2","203#1776|202#107410|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","28782"
"7006128","程咬金","1030002","150","14","2","203#2287|202#138348|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","29646"
"7006129","水神共工","1030017","150","14","2","203#2287|202#138348|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","29646"
"7006130","东方教主","1030003","150","14","2","203#2287|202#138348|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","29646"
"7006131","天蓬","1030001","150","14","2","203#2826|202#170919|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","30510"
"7006132","水神共工","1030017","150","14","2","203#2826|202#170919|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","30510"
"7006133","水神共工","1030017","150","14","2","203#2826|202#170919|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","30510"
"7006134","天蓬","1030001","150","14","2","203#3391|202#205123|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","31401"
"7006135","程咬金","1030002","150","14","2","203#3391|202#205123|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","31401"
"7006136","水神共工","1030017","150","14","2","203#3391|202#205123|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","31401"
"7006137","帝释天","1040005","150","14","2","203#3984|202#240945|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","32265"
"7006138","轩辕","1040002","150","14","2","203#3984|202#240945|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","32265"
"7006139","西王母","1040012","150","14","2","203#3984|202#240945|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","32265"
"7006140","天蓬","1030001","150","15","2","203#4603|202#318189|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","33156"
"7006141","程咬金","1030002","150","15","2","203#4603|202#318189|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","33156"
"7006142","东方教主","1030003","150","15","2","203#4603|202#318189|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","33156"
"7006143","天蓬","1030001","150","15","2","203#5250|202#362880|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","34020"
"7006144","程咬金","1030002","150","15","2","203#5250|202#362880|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","34020"
"7006145","水神共工","1030017","150","15","2","203#5250|202#362880|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","34020"
"7006146","水神共工","1030017","150","15","2","203#5250|202#362880|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","34020"
"7006147","程咬金","1030002","150","15","2","203#5923|202#409437|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","34884"
"7006148","水神共工","1030017","150","15","2","203#5923|202#409437|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","34884"
"7006149","东方教主","1030003","150","15","2","203#5923|202#409437|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","34884"
"7006150","水神共工","1030017","150","15","2","203#5923|202#409437|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","34884"
"7006151","天蓬","1030001","150","15","2","203#6624|202#457862|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","35775"
"7006152","水神共工","1030017","150","15","2","203#6624|202#457862|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","35775"
"7006153","水神共工","1030017","150","15","2","203#6624|202#457862|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","35775"
"7006154","程咬金","1030002","150","15","2","203#6624|202#457862|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","35775"
"7006155","轩辕","1040002","150","16","2","203#7351|202#508123|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","36639"
"7006156","帝释天","1040005","150","16","2","203#7351|202#508123|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","36639"
"7006157","白泽","1040009","150","16","2","203#7351|202#508123|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","36639"
"7006158","西王母","1040012","150","16","2","203#7351|202#508123|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","36639"
"7006159","天蓬","1030001","150","16","2","203#2316|202#160080|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","37530"
"7006160","程咬金","1030002","150","16","2","203#2316|202#160080|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","37530"
"7006161","水神共工","1030017","150","16","2","203#2316|202#160080|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","37530"
"7006162","水神共工","1030017","150","16","2","203#2316|202#160080|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","37530"
"7006163","程咬金","1030002","150","16","2","203#2962|202#204768|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","38394"
"7006164","水神共工","1030017","150","16","2","203#2962|202#204768|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","38394"
"7006165","东方教主","1030003","150","16","2","203#2962|202#204768|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","38394"
"7006166","水神共工","1030017","150","16","2","203#2962|202#204768|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","38394"
"7006167","天蓬","1030001","150","16","2","203#3636|202#251323|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","39258"
"7006168","水神共工","1030017","150","16","2","203#3636|202#251323|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","39258"
"7006169","水神共工","1030017","150","16","2","203#3636|202#251323|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","39258"
"7006170","程咬金","1030002","150","16","2","203#3636|202#251323|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","39258"
"7006171","天蓬","1030001","150","17","2","203#4336|202#299745|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","40149"
"7006172","程咬金","1030002","150","17","2","203#4336|202#299745|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","40149"
"7006173","水神共工","1030017","150","17","2","203#4336|202#299745|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","40149"
"7006174","东方教主","1030003","150","17","2","203#4336|202#299745|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","40149"
"7006175","西王母","1040012","150","17","2","203#5064|202#350016|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","41013"
"7006176","轩辕","1040002","150","17","2","203#5064|202#350016|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","41013"
"7006177","白泽","1040009","150","17","2","203#5064|202#350016|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","41013"
"7006178","女娲","1040011","150","17","2","203#5064|202#350016|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","41013"
"7006179","天蓬","1030001","150","17","2","203#5818|202#402170|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","41904"
"7006180","程咬金","1030002","150","17","2","203#5818|202#402170|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","41904"
"7006181","水神共工","1030017","150","17","2","203#5818|202#402170|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","41904"
"7006182","水神共工","1030017","150","17","2","203#5818|202#402170|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","41904"
"7006183","程咬金","1030002","150","17","2","203#6600|202#456192|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","42768"
"7006184","水神共工","1030017","150","17","2","203#6600|202#456192|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","42768"
"7006185","东方教主","1030003","150","17","2","203#6600|202#456192|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","42768"
"7006186","水神共工","1030017","150","17","2","203#6600|202#456192|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","42768"
"7006187","天蓬","1030001","150","18","2","203#7408|202#512080|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","43632"
"7006188","水神共工","1030017","150","18","2","203#7408|202#512080|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","43632"
"7006189","水神共工","1030017","150","18","2","203#7408|202#512080|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","43632"
"7006190","程咬金","1030002","150","18","2","203#7408|202#512080|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","43632"
"7006191","天蓬","1030001","150","18","2","203#8244|202#569836|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","44523"
"7006192","程咬金","1030002","150","18","2","203#8244|202#569836|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","44523"
"7006193","水神共工","1030017","150","18","2","203#8244|202#569836|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","44523"
"7006194","东方教主","1030003","150","18","2","203#8244|202#569836|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","44523"
"7006195","帝释天","1040005","150","18","2","203#9106|202#629428|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","45387"
"7006196","轩辕","1040002","150","18","2","203#9106|202#629428|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","45387"
"7006197","西王母","1040012","150","18","2","203#9106|202#629428|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","45387"
"7006198","女娲","1040011","150","18","2","203#9106|202#629428|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","45387"
"7006199","天蓬","1030001","150","18","2","203#2856|202#197404|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","46278"
"7006200","程咬金","1030002","150","18","2","203#2856|202#197404|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","46278"
"7006201","水神共工","1030017","150","18","2","203#2856|202#197404|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","46278"
"7006202","水神共工","1030017","150","18","2","203#2856|202#197404|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","46278"
"7006203","程咬金","1030002","150","19","2","203#3637|202#251424|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","47142"
"7006204","水神共工","1030017","150","19","2","203#3637|202#251424|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","47142"
"7006205","东方教主","1030003","150","19","2","203#3637|202#251424|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","47142"
"7006206","水神共工","1030017","150","19","2","203#3637|202#251424|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","47142"
"7006207","天蓬","1030001","150","19","2","203#4446|202#307310|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","48006"
"7006208","水神共工","1030017","150","19","2","203#4446|202#307310|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","48006"
"7006209","水神共工","1030017","150","19","2","203#4446|202#307310|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","48006"
"7006210","程咬金","1030002","150","19","2","203#4446|202#307310|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","48006"
"7006211","天蓬","1030001","150","19","2","203#5281|202#410697|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","48897"
"7006212","程咬金","1030002","150","19","2","203#5281|202#410697|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","48897"
"7006213","水神共工","1030017","150","19","2","203#5281|202#410697|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","48897"
"7006214","东方教主","1030003","150","19","2","203#5281|202#410697|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","48897"
"7006215","帝释天","1040005","150","19","2","203#6144|202#477748|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","49761"
"7006216","白泽","1040009","150","19","2","203#6144|202#477748|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","49761"
"7006217","西王母","1040012","150","19","2","203#6144|202#477748|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","49761"
"7006218","帝释天","1040005","150","19","2","203#6144|202#477748|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","49761"
"7006219","天蓬","1030001","150","20","2","203#7033|202#546920|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","50652"
"7006220","程咬金","1030002","150","20","2","203#7033|202#546920|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","50652"
"7006221","水神共工","1030017","150","20","2","203#7033|202#546920|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","50652"
"7006222","水神共工","1030017","150","20","2","203#7033|202#546920|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","50652"
"7006223","程咬金","1030002","150","20","2","203#7950|202#618192|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","51516"
"7006224","水神共工","1030017","150","20","2","203#7950|202#618192|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","51516"
"7006225","东方教主","1030003","150","20","2","203#7950|202#618192|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","51516"
"7006226","水神共工","1030017","150","20","2","203#7950|202#618192|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","51516"
"7006227","天蓬","1030001","150","20","2","203#8893|202#691564|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","52380"
"7006228","水神共工","1030017","150","20","2","203#8893|202#691564|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","52380"
"7006229","水神共工","1030017","150","20","2","203#8893|202#691564|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","52380"
"7006230","程咬金","1030002","150","20","2","203#8893|202#691564|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","52380"
"7006231","天蓬","1030001","150","20","2","203#9864|202#767037|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","53271"
"7006232","程咬金","1030002","150","20","2","203#9864|202#767037|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","53271"
"7006233","水神共工","1030017","150","20","2","203#9864|202#767037|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","53271"
"7006234","东方教主","1030003","150","20","2","203#9864|202#767037|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","53271"
"7006235","帝释天","1040005","150","21","2","203#10861|202#844576|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","54135"
"7006236","西王母","1040012","150","21","2","203#10861|202#844576|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","54135"
"7006237","昊天","1040001","150","21","2","203#10861|202#844576|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","54135"
"7006238","轩辕","1040002","150","21","2","203#10861|202#844576|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","54135"
"7006239","天蓬","1030001","150","21","2","203#3396|202#264070|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","55026"
"7006240","程咬金","1030002","150","21","2","203#3396|202#264070|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","55026"
"7006241","水神共工","1030017","150","21","2","203#3396|202#264070|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55026"
"7006242","水神共工","1030017","150","21","2","203#3396|202#264070|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55026"
"7006243","程咬金","1030002","150","21","2","203#4312|202#335340|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","55890"
"7006244","水神共工","1030017","150","21","2","203#4312|202#335340|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55890"
"7006245","东方教主","1030003","150","21","2","203#4312|202#335340|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","55890"
"7006246","水神共工","1030017","150","21","2","203#4312|202#335340|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55890"
"7006247","天蓬","1030001","150","21","2","203#5256|202#408709|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","56754"
"7006248","水神共工","1030017","150","21","2","203#5256|202#408709|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","56754"
"7006249","水神共工","1030017","150","21","2","203#5256|202#408709|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","56754"
"7006250","程咬金","1030002","150","21","2","203#5256|202#408709|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","56754"
"7006251","天蓬","1030001","150","22","2","203#6226|202#484180|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","57645"
"7006252","程咬金","1030002","150","22","2","203#6226|202#484180|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","57645"
"7006253","水神共工","1030017","150","22","2","203#6226|202#484180|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","57645"
"7006254","东方教主","1030003","150","22","2","203#6226|202#484180|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","57645"
"7006255","轩辕","1040002","150","22","2","203#7224|202#561729|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","58509"
"7006256","帝释天","1040005","150","22","2","203#7224|202#561729|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","58509"
"7006257","白泽","1040009","150","22","2","203#7224|202#561729|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","58509"
"7006258","西王母","1040012","150","22","2","203#7224|202#561729|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","58509"
"7006259","天蓬","1030001","150","22","2","203#8248|202#641398|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","59400"
"7006260","程咬金","1030002","150","22","2","203#8248|202#641398|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","59400"
"7006261","水神共工","1030017","150","22","2","203#8248|202#641398|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","59400"
"7006262","水神共工","1030017","150","22","2","203#8248|202#641398|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","59400"
"7006263","程咬金","1030002","150","22","2","203#9300|202#723168|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","60264"
"7006264","水神共工","1030017","150","22","2","203#9300|202#723168|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","60264"
"7006265","东方教主","1030003","150","22","2","203#9300|202#723168|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","60264"
"7006266","水神共工","1030017","150","22","2","203#9300|202#723168|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","60264"
"7006267","天蓬","1030001","150","23","2","203#10378|202#807038|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","61128"
"7006268","水神共工","1030017","150","23","2","203#10378|202#807038|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","61128"
"7006269","水神共工","1030017","150","23","2","203#10378|202#807038|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","61128"
"7006270","程咬金","1030002","150","23","2","203#10378|202#807038|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","61128"
"7006271","天蓬","1030001","150","23","2","203#11484|202#893008|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","62019"
"7006272","程咬金","1030002","150","23","2","203#11484|202#893008|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","62019"
"7006273","水神共工","1030017","150","23","2","203#11484|202#893008|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","62019"
"7006274","东方教主","1030003","150","23","2","203#11484|202#893008|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","62019"
"7006275","西王母","1040012","150","23","2","203#12616|202#981045|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","62883"
"7006276","轩辕","1040002","150","23","2","203#12616|202#981045|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","62883"
"7006277","白泽","1040009","150","23","2","203#12616|202#981045|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","62883"
"7006278","女娲","1040011","150","23","2","203#12616|202#981045|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","62883"
"7006279","天蓬","1030001","150","23","2","203#3936|202#306061|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","63774"
"7006280","程咬金","1030002","150","23","2","203#3936|202#306061|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","63774"
"7006281","水神共工","1030017","150","23","2","203#3936|202#306061|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","63774"
"7006282","水神共工","1030017","150","23","2","203#3936|202#306061|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","63774"
"7006283","程咬金","1030002","150","24","2","203#4987|202#387828|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","64638"
"7006284","水神共工","1030017","150","24","2","203#4987|202#387828|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","64638"
"7006285","东方教主","1030003","150","24","2","203#4987|202#387828|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","64638"
"7006286","水神共工","1030017","150","24","2","203#4987|202#387828|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","64638"
"7006287","天蓬","1030001","150","24","2","203#6066|202#471695|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","65502"
"7006288","水神共工","1030017","150","24","2","203#6066|202#471695|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","65502"
"7006289","水神共工","1030017","150","24","2","203#6066|202#471695|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","65502"
"7006290","程咬金","1030002","150","24","2","203#6066|202#471695|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","65502"
"7006291","天蓬","1030001","150","24","2","203#7171|202#557663|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","66393"
"7006292","程咬金","1030002","150","24","2","203#7171|202#557663|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","66393"
"7006293","水神共工","1030017","150","24","2","203#7171|202#557663|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","66393"
"7006294","东方教主","1030003","150","24","2","203#7171|202#557663|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","66393"
"7006295","帝释天","1040005","150","24","2","203#8304|202#645710|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","67257"
"7006296","轩辕","1040002","150","24","2","203#8304|202#645710|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","67257"
