"#name Tower","#unique id","#index type layer","","","","",""
"id","type","layer","rewards","monster","refreshType","dailyRewards"
"1123","2","123","1#25|1010004#10","1#7004410|2#7004411|3#7004412|4#7004413|5#7004414|6#7010123|7#7010123|8#7010123|9#7010123|10#7010123","0",""
"1124","2","124","1#25|1020001#10","1#7004415|2#7004416|3#7004417|4#7004418|5#7004419|6#7010124|7#7010124|8#7010124|9#7010124|10#7010124","0",""
"1125","2","125","1#50|2#50|1030002#30","1#7004420|2#7004421|3#7004422|4#7004423|5#7004424|6#7010125|7#7010125|8#7010125|9#7010125|10#7010125","0",""
"1126","2","126","1#25|1010004#10","1#7004425|2#7004426|3#7004427|4#7004428|5#7004429|6#7010126|7#7010126|8#7010126|9#7010126|10#7010126","0",""
"1127","2","127","1#25|1020001#10","1#7004430|2#7004431|3#7004432|4#7004433|5#7004434|6#7010127|7#7010127|8#7010127|9#7010127|10#7010127","0",""
"1128","2","128","1#25|1010004#10","1#7004435|2#7004436|3#7004437|4#7004438|5#7004439|6#7010128|7#7010128|8#7010128|9#7010128|10#7010128","0",""
"1129","2","129","1#25|1020001#10","1#7004440|2#7004441|3#7004442|4#7004443|5#7004444|6#7010129|7#7010129|8#7010129|9#7010129|10#7010129","0",""
"1130","2","130","1#50|2#50|1030002#30","1#7004445|2#7004446|3#7004447|4#7004448|5#7004449|6#7010130|7#7010130|8#7010130|9#7010130|10#7010130","0",""
"1131","2","131","1#25|1010004#10","1#7004450|2#7004451|3#7004452|4#7004453|5#7004454|6#7010131|7#7010131|8#7010131|9#7010131|10#7010131","0",""
"1132","2","132","1#25|1020001#10","1#7004455|2#7004456|3#7004457|4#7004458|5#7004459|6#7010132|7#7010132|8#7010132|9#7010132|10#7010132","0",""
"1133","2","133","1#25|1010004#10","1#7004460|2#7004461|3#7004462|4#7004463|5#7004464|6#7010133|7#7010133|8#7010133|9#7010133|10#7010133","0",""
"1134","2","134","1#25|1020001#10","1#7004465|2#7004466|3#7004467|4#7004468|5#7004469|6#7010134|7#7010134|8#7010134|9#7010134|10#7010134","0",""
"1135","2","135","1#50|2#50|1030002#30","1#7004470|2#7004471|3#7004472|4#7004473|5#7004474|6#7010135|7#7010135|8#7010135|9#7010135|10#7010135","0",""
"1136","2","136","1#25|1010004#10","1#7004475|2#7004476|3#7004477|4#7004478|5#7004479|6#7010136|7#7010136|8#7010136|9#7010136|10#7010136","0",""
"1137","2","137","1#25|1020001#10","1#7004480|2#7004481|3#7004482|4#7004483|5#7004484|6#7010137|7#7010137|8#7010137|9#7010137|10#7010137","0",""
"1138","2","138","1#25|1010004#10","1#7004485|2#7004486|3#7004487|4#7004488|5#7004489|6#7010138|7#7010138|8#7010138|9#7010138|10#7010138","0",""
"1139","2","139","1#25|1020001#10","1#7004490|2#7004491|3#7004492|4#7004493|5#7004494|6#7010139|7#7010139|8#7010139|9#7010139|10#7010139","0",""
"1140","2","140","1#50|2#50|1030002#30","1#7004495|2#7004496|3#7004497|4#7004498|5#7004499|6#7010140|7#7010140|8#7010140|9#7010140|10#7010140","0",""
"1141","2","141","1#25|1010004#10","1#7004500|2#7004501|3#7004502|4#7004503|5#7004504|6#7010141|7#7010141|8#7010141|9#7010141|10#7010141","0",""
"1142","2","142","1#25|1020001#10","1#7004505|2#7004506|3#7004507|4#7004508|5#7004509|6#7010142|7#7010142|8#7010142|9#7010142|10#7010142","0",""
"1143","2","143","1#25|1010004#10","1#7004510|2#7004511|3#7004512|4#7004513|5#7004514|6#7010143|7#7010143|8#7010143|9#7010143|10#7010143","0",""
"1144","2","144","1#25|1020001#10","1#7004515|2#7004516|3#7004517|4#7004518|5#7004519|6#7010144|7#7010144|8#7010144|9#7010144|10#7010144","0",""
"1145","2","145","1#50|2#50|1030002#30","1#7004520|2#7004521|3#7004522|4#7004523|5#7004524|6#7010145|7#7010145|8#7010145|9#7010145|10#7010145","0",""
"1146","2","146","1#25|1010004#10","1#7004525|2#7004526|3#7004527|4#7004528|5#7004529|6#7010146|7#7010146|8#7010146|9#7010146|10#7010146","0",""
"1147","2","147","1#25|1020001#10","1#7004530|2#7004531|3#7004532|4#7004533|5#7004534|6#7010147|7#7010147|8#7010147|9#7010147|10#7010147","0",""
"1148","2","148","1#25|1010004#10","1#7004535|2#7004536|3#7004537|4#7004538|5#7004539|6#7010148|7#7010148|8#7010148|9#7010148|10#7010148","0",""
"1149","2","149","1#25|1020001#10","1#7004540|2#7004541|3#7004542|4#7004543|5#7004544|6#7010149|7#7010149|8#7010149|9#7010149|10#7010149","0",""
"1150","2","150","1#50|2#50|1030002#30","1#7004545|2#7004546|3#7004547|4#7004548|5#7004549|6#7010150|7#7010150|8#7010150|9#7010150|10#7010150","0",""
"1151","2","151","1#25|1010004#10","1#7004550|2#7004551|3#7004552|4#7004553|5#7004554|6#7010151|7#7010151|8#7010151|9#7010151|10#7010151","0",""
"1152","2","152","1#25|1020001#10","1#7004555|2#7004556|3#7004557|4#7004558|5#7004559|6#7010152|7#7010152|8#7010152|9#7010152|10#7010152","0",""
"1153","2","153","1#25|1010004#10","1#7004560|2#7004561|3#7004562|4#7004563|5#7004564|6#7010153|7#7010153|8#7010153|9#7010153|10#7010153","0",""
"1154","2","154","1#25|1020001#10","1#7004565|2#7004566|3#7004567|4#7004568|5#7004569|6#7010154|7#7010154|8#7010154|9#7010154|10#7010154","0",""
"1155","2","155","1#50|2#50|1030002#30","1#7004570|2#7004571|3#7004572|4#7004573|5#7004574|6#7010155|7#7010155|8#7010155|9#7010155|10#7010155","0",""
"1156","2","156","1#25|1010004#10","1#7004575|2#7004576|3#7004577|4#7004578|5#7004579|6#7010156|7#7010156|8#7010156|9#7010156|10#7010156","0",""
"1157","2","157","1#25|1020001#10","1#7004580|2#7004581|3#7004582|4#7004583|5#7004584|6#7010157|7#7010157|8#7010157|9#7010157|10#7010157","0",""
"1158","2","158","1#25|1010004#10","1#7004585|2#7004586|3#7004587|4#7004588|5#7004589|6#7010158|7#7010158|8#7010158|9#7010158|10#7010158","0",""
"1159","2","159","1#25|1020001#10","1#7004590|2#7004591|3#7004592|4#7004593|5#7004594|6#7010159|7#7010159|8#7010159|9#7010159|10#7010159","0",""
"1160","2","160","1#50|2#50|1030002#30","1#7004595|2#7004596|3#7004597|4#7004598|5#7004599|6#7010160|7#7010160|8#7010160|9#7010160|10#7010160","0",""
"1161","2","161","1#25|1010004#10","1#7004600|2#7004601|3#7004602|4#7004603|5#7004604|6#7010161|7#7010161|8#7010161|9#7010161|10#7010161","0",""
"1162","2","162","1#25|1020001#10","1#7004605|2#7004606|3#7004607|4#7004608|5#7004609|6#7010162|7#7010162|8#7010162|9#7010162|10#7010162","0",""
"1163","2","163","1#25|1010004#10","1#7004610|2#7004611|3#7004612|4#7004613|5#7004614|6#7010163|7#7010163|8#7010163|9#7010163|10#7010163","0",""
"1164","2","164","1#25|1020001#10","1#7004615|2#7004616|3#7004617|4#7004618|5#7004619|6#7010164|7#7010164|8#7010164|9#7010164|10#7010164","0",""
"1165","2","165","1#50|2#50|1030002#30","1#7004620|2#7004621|3#7004622|4#7004623|5#7004624|6#7010165|7#7010165|8#7010165|9#7010165|10#7010165","0",""
"1166","2","166","1#25|1010004#10","1#7004625|2#7004626|3#7004627|4#7004628|5#7004629|6#7010166|7#7010166|8#7010166|9#7010166|10#7010166","0",""
"1167","2","167","1#25|1020001#10","1#7004630|2#7004631|3#7004632|4#7004633|5#7004634|6#7010167|7#7010167|8#7010167|9#7010167|10#7010167","0",""
"1168","2","168","1#25|1010004#10","1#7004635|2#7004636|3#7004637|4#7004638|5#7004639|6#7010168|7#7010168|8#7010168|9#7010168|10#7010168","0",""
"1169","2","169","1#25|1020001#10","1#7004640|2#7004641|3#7004642|4#7004643|5#7004644|6#7010169|7#7010169|8#7010169|9#7010169|10#7010169","0",""
"1170","2","170","1#50|2#50|1030002#30","1#7004645|2#7004646|3#7004647|4#7004648|5#7004649|6#7010170|7#7010170|8#7010170|9#7010170|10#7010170","0",""
"1171","2","171","1#25|1010004#10","1#7004650|2#7004651|3#7004652|4#7004653|5#7004654|6#7010171|7#7010171|8#7010171|9#7010171|10#7010171","0",""
"1172","2","172","1#25|1020001#10","1#7004655|2#7004656|3#7004657|4#7004658|5#7004659|6#7010172|7#7010172|8#7010172|9#7010172|10#7010172","0",""
"1173","2","173","1#25|1010004#10","1#7004660|2#7004661|3#7004662|4#7004663|5#7004664|6#7010173|7#7010173|8#7010173|9#7010173|10#7010173","0",""
"1174","2","174","1#25|1020001#10","1#7004665|2#7004666|3#7004667|4#7004668|5#7004669|6#7010174|7#7010174|8#7010174|9#7010174|10#7010174","0",""
"1175","2","175","1#50|2#50|1030002#30","1#7004670|2#7004671|3#7004672|4#7004673|5#7004674|6#7010175|7#7010175|8#7010175|9#7010175|10#7010175","0",""
"1176","2","176","1#25|1010004#10","1#7004675|2#7004676|3#7004677|4#7004678|5#7004679|6#7010176|7#7010176|8#7010176|9#7010176|10#7010176","0",""
"1177","2","177","1#25|1020001#10","1#7004680|2#7004681|3#7004682|4#7004683|5#7004684|6#7010177|7#7010177|8#7010177|9#7010177|10#7010177","0",""
"1178","2","178","1#25|1010004#10","1#7004685|2#7004686|3#7004687|4#7004688|5#7004689|6#7010178|7#7010178|8#7010178|9#7010178|10#7010178","0",""
"1179","2","179","1#25|1020001#10","1#7004690|2#7004691|3#7004692|4#7004693|5#7004694|6#7010179|7#7010179|8#7010179|9#7010179|10#7010179","0",""
"1180","2","180","1#50|2#50|1030002#30","1#7004695|2#7004696|3#7004697|4#7004698|5#7004699|6#7010180|7#7010180|8#7010180|9#7010180|10#7010180","0",""
"1181","2","181","1#25|1010004#10","1#7004700|2#7004701|3#7004702|4#7004703|5#7004704|6#7010181|7#7010181|8#7010181|9#7010181|10#7010181","0",""
"1182","2","182","1#25|1020001#10","1#7004705|2#7004706|3#7004707|4#7004708|5#7004709|6#7010182|7#7010182|8#7010182|9#7010182|10#7010182","0",""
"1183","2","183","1#25|1010004#10","1#7004710|2#7004711|3#7004712|4#7004713|5#7004714|6#7010183|7#7010183|8#7010183|9#7010183|10#7010183","0",""
"1184","2","184","1#25|1020001#10","1#7004715|2#7004716|3#7004717|4#7004718|5#7004719|6#7010184|7#7010184|8#7010184|9#7010184|10#7010184","0",""
"1185","2","185","1#50|2#50|1030002#30","1#7004720|2#7004721|3#7004722|4#7004723|5#7004724|6#7010185|7#7010185|8#7010185|9#7010185|10#7010185","0",""
"1186","2","186","1#25|1010004#10","1#7004725|2#7004726|3#7004727|4#7004728|5#7004729|6#7010186|7#7010186|8#7010186|9#7010186|10#7010186","0",""
"1187","2","187","1#25|1020001#10","1#7004730|2#7004731|3#7004732|4#7004733|5#7004734|6#7010187|7#7010187|8#7010187|9#7010187|10#7010187","0",""
"1188","2","188","1#25|1010004#10","1#7004735|2#7004736|3#7004737|4#7004738|5#7004739|6#7010188|7#7010188|8#7010188|9#7010188|10#7010188","0",""
"1189","2","189","1#25|1020001#10","1#7004740|2#7004741|3#7004742|4#7004743|5#7004744|6#7010189|7#7010189|8#7010189|9#7010189|10#7010189","0",""
"1190","2","190","1#50|2#50|1030002#30","1#7004745|2#7004746|3#7004747|4#7004748|5#7004749|6#7010190|7#7010190|8#7010190|9#7010190|10#7010190","0",""
"1191","2","191","1#25|1010004#10","1#7004750|2#7004751|3#7004752|4#7004753|5#7004754|6#7010191|7#7010191|8#7010191|9#7010191|10#7010191","0",""
"1192","2","192","1#25|1020001#10","1#7004755|2#7004756|3#7004757|4#7004758|5#7004759|6#7010192|7#7010192|8#7010192|9#7010192|10#7010192","0",""
"1193","2","193","1#25|1010004#10","1#7004760|2#7004761|3#7004762|4#7004763|5#7004764|6#7010193|7#7010193|8#7010193|9#7010193|10#7010193","0",""
"1194","2","194","1#25|1020001#10","1#7004765|2#7004766|3#7004767|4#7004768|5#7004769|6#7010194|7#7010194|8#7010194|9#7010194|10#7010194","0",""
"1195","2","195","1#50|2#50|1030002#30","1#7004770|2#7004771|3#7004772|4#7004773|5#7004774|6#7010195|7#7010195|8#7010195|9#7010195|10#7010195","0",""
"1196","2","196","1#25|1010004#10","1#7004775|2#7004776|3#7004777|4#7004778|5#7004779|6#7010196|7#7010196|8#7010196|9#7010196|10#7010196","0",""
"1197","2","197","1#25|1020001#10","1#7004780|2#7004781|3#7004782|4#7004783|5#7004784|6#7010197|7#7010197|8#7010197|9#7010197|10#7010197","0",""
"1198","2","198","1#25|1010004#10","1#7004785|2#7004786|3#7004787|4#7004788|5#7004789|6#7010198|7#7010198|8#7010198|9#7010198|10#7010198","0",""
"1199","2","199","1#25|1020001#10","1#7004790|2#7004791|3#7004792|4#7004793|5#7004794|6#7010199|7#7010199|8#7010199|9#7010199|10#7010199","0",""
"1200","2","200","1#50|2#50|1030002#30","1#7004795|2#7004796|3#7004797|4#7004798|5#7004799|6#7010200|7#7010200|8#7010200|9#7010200|10#7010200","0",""
"1201","2","201","1#25|1010004#10","1#7004800|2#7004801|3#7004802|4#7004803|5#7004804|6#7010201|7#7010201|8#7010201|9#7010201|10#7010201","0",""
"1202","2","202","1#25|1020001#10","1#7004805|2#7004806|3#7004807|4#7004808|5#7004809|6#7010202|7#7010202|8#7010202|9#7010202|10#7010202","0",""
"1203","2","203","1#25|1010004#10","1#7004810|2#7004811|3#7004812|4#7004813|5#7004814|6#7010203|7#7010203|8#7010203|9#7010203|10#7010203","0",""
"1204","2","204","1#25|1020001#10","1#7004815|2#7004816|3#7004817|4#7004818|5#7004819|6#7010204|7#7010204|8#7010204|9#7010204|10#7010204","0",""
"1205","2","205","1#50|2#50|1030002#30","1#7004820|2#7004821|3#7004822|4#7004823|5#7004824|6#7010205|7#7010205|8#7010205|9#7010205|10#7010205","0",""
"1206","2","206","1#25|1010004#10","1#7004825|2#7004826|3#7004827|4#7004828|5#7004829|6#7010206|7#7010206|8#7010206|9#7010206|10#7010206","0",""
"1207","2","207","1#25|1020001#10","1#7004830|2#7004831|3#7004832|4#7004833|5#7004834|6#7010207|7#7010207|8#7010207|9#7010207|10#7010207","0",""
"1208","2","208","1#25|1010004#10","1#7004835|2#7004836|3#7004837|4#7004838|5#7004839|6#7010208|7#7010208|8#7010208|9#7010208|10#7010208","0",""
"1209","2","209","1#25|1020001#10","1#7004840|2#7004841|3#7004842|4#7004843|5#7004844|6#7010209|7#7010209|8#7010209|9#7010209|10#7010209","0",""
"1210","2","210","1#50|2#50|1030002#30","1#7004845|2#7004846|3#7004847|4#7004848|5#7004849|6#7010210|7#7010210|8#7010210|9#7010210|10#7010210","0",""
"1211","2","211","1#25|1010004#10","1#7004850|2#7004851|3#7004852|4#7004853|5#7004854|6#7010211|7#7010211|8#7010211|9#7010211|10#7010211","0",""
"1212","2","212","1#25|1020001#10","1#7004855|2#7004856|3#7004857|4#7004858|5#7004859|6#7010212|7#7010212|8#7010212|9#7010212|10#7010212","0",""
"1213","2","213","1#25|1010004#10","1#7004860|2#7004861|3#7004862|4#7004863|5#7004864|6#7010213|7#7010213|8#7010213|9#7010213|10#7010213","0",""
"1214","2","214","1#25|1020001#10","1#7004865|2#7004866|3#7004867|4#7004868|5#7004869|6#7010214|7#7010214|8#7010214|9#7010214|10#7010214","0",""
"1215","2","215","1#50|2#50|1030002#30","1#7004870|2#7004871|3#7004872|4#7004873|5#7004874|6#7010215|7#7010215|8#7010215|9#7010215|10#7010215","0",""
"1216","2","216","1#25|1010004#10","1#7004875|2#7004876|3#7004877|4#7004878|5#7004879|6#7010216|7#7010216|8#7010216|9#7010216|10#7010216","0",""
"1217","2","217","1#25|1020001#10","1#7004880|2#7004881|3#7004882|4#7004883|5#7004884|6#7010217|7#7010217|8#7010217|9#7010217|10#7010217","0",""
"1218","2","218","1#25|1010004#10","1#7004885|2#7004886|3#7004887|4#7004888|5#7004889|6#7010218|7#7010218|8#7010218|9#7010218|10#7010218","0",""
"1219","2","219","1#25|1020001#10","1#7004890|2#7004891|3#7004892|4#7004893|5#7004894|6#7010219|7#7010219|8#7010219|9#7010219|10#7010219","0",""
"1220","2","220","1#50|2#50|1030002#30","1#7004895|2#7004896|3#7004897|4#7004898|5#7004899|6#7010220|7#7010220|8#7010220|9#7010220|10#7010220","0",""
"1221","2","221","1#25|1010004#10","1#7004900|2#7004901|3#7004902|4#7004903|5#7004904|6#7010221|7#7010221|8#7010221|9#7010221|10#7010221","0",""
"1222","2","222","1#25|1020001#10","1#7004905|2#7004906|3#7004907|4#7004908|5#7004909|6#7010222|7#7010222|8#7010222|9#7010222|10#7010222","0",""
"1223","2","223","1#25|1010004#10","1#7004910|2#7004911|3#7004912|4#7004913|5#7004914|6#7010223|7#7010223|8#7010223|9#7010223|10#7010223","0",""
"1224","2","224","1#25|1020001#10","1#7004915|2#7004916|3#7004917|4#7004918|5#7004919|6#7010224|7#7010224|8#7010224|9#7010224|10#7010224","0",""
"1225","2","225","1#50|2#50|1030002#30","1#7004920|2#7004921|3#7004922|4#7004923|5#7004924|6#7010225|7#7010225|8#7010225|9#7010225|10#7010225","0",""
"1226","2","226","1#25|1010004#10","1#7004925|2#7004926|3#7004927|4#7004928|5#7004929|6#7010226|7#7010226|8#7010226|9#7010226|10#7010226","0",""
"1227","2","227","1#25|1020001#10","1#7004930|2#7004931|3#7004932|4#7004933|5#7004934|6#7010227|7#7010227|8#7010227|9#7010227|10#7010227","0",""
"1228","2","228","1#25|1010004#10","1#7004935|2#7004936|3#7004937|4#7004938|5#7004939|6#7010228|7#7010228|8#7010228|9#7010228|10#7010228","0",""
"1229","2","229","1#25|1020001#10","1#7004940|2#7004941|3#7004942|4#7004943|5#7004944|6#7010229|7#7010229|8#7010229|9#7010229|10#7010229","0",""
"1230","2","230","1#50|2#50|1030002#30","1#7004945|2#7004946|3#7004947|4#7004948|5#7004949|6#7010230|7#7010230|8#7010230|9#7010230|10#7010230","0",""
"1231","2","231","1#25|1010004#10","1#7004950|2#7004951|3#7004952|4#7004953|5#7004954|6#7010231|7#7010231|8#7010231|9#7010231|10#7010231","0",""
"1232","2","232","1#25|1020001#10","1#7004955|2#7004956|3#7004957|4#7004958|5#7004959|6#7010232|7#7010232|8#7010232|9#7010232|10#7010232","0",""
"1233","2","233","1#25|1010004#10","1#7004960|2#7004961|3#7004962|4#7004963|5#7004964|6#7010233|7#7010233|8#7010233|9#7010233|10#7010233","0",""
"1234","2","234","1#25|1020001#10","1#7004965|2#7004966|3#7004967|4#7004968|5#7004969|6#7010234|7#7010234|8#7010234|9#7010234|10#7010234","0",""
"1235","2","235","1#50|2#50|1030002#30","1#7004970|2#7004971|3#7004972|4#7004973|5#7004974|6#7010235|7#7010235|8#7010235|9#7010235|10#7010235","0",""
"1236","2","236","1#25|1010004#10","1#7004975|2#7004976|3#7004977|4#7004978|5#7004979|6#7010236|7#7010236|8#7010236|9#7010236|10#7010236","0",""
"1237","2","237","1#25|1020001#10","1#7004980|2#7004981|3#7004982|4#7004983|5#7004984|6#7010237|7#7010237|8#7010237|9#7010237|10#7010237","0",""
"1238","2","238","1#25|1010004#10","1#7004985|2#7004986|3#7004987|4#7004988|5#7004989|6#7010238|7#7010238|8#7010238|9#7010238|10#7010238","0",""
"1239","2","239","1#25|1020001#10","1#7004990|2#7004991|3#7004992|4#7004993|5#7004994|6#7010239|7#7010239|8#7010239|9#7010239|10#7010239","0",""
"1240","2","240","1#50|2#50|1030002#30","1#7004995|2#7004996|3#7004997|4#7004998|5#7004999|6#7010240|7#7010240|8#7010240|9#7010240|10#7010240","0",""
"1241","2","241","1#25|1010004#10","1#7005000|2#7005001|3#7005002|4#7005003|5#7005004|6#7010241|7#7010241|8#7010241|9#7010241|10#7010241","0",""
"1242","2","242","1#25|1020001#10","1#7005005|2#7005006|3#7005007|4#7005008|5#7005009|6#7010242|7#7010242|8#7010242|9#7010242|10#7010242","0",""
"1243","2","243","1#25|1010004#10","1#7005010|2#7005011|3#7005012|4#7005013|5#7005014|6#7010243|7#7010243|8#7010243|9#7010243|10#7010243","0",""
"1244","2","244","1#25|1020001#10","1#7005015|2#7005016|3#7005017|4#7005018|5#7005019|6#7010244|7#7010244|8#7010244|9#7010244|10#7010244","0",""
"1245","2","245","1#50|2#50|1030002#30","1#7005020|2#7005021|3#7005022|4#7005023|5#7005024|6#7010245|7#7010245|8#7010245|9#7010245|10#7010245","0",""
"1246","2","246","1#25|1010004#10","1#7005025|2#7005026|3#7005027|4#7005028|5#7005029|6#7010246|7#7010246|8#7010246|9#7010246|10#7010246","0",""
"1247","2","247","1#25|1020001#10","1#7005030|2#7005031|3#7005032|4#7005033|5#7005034|6#7010247|7#7010247|8#7010247|9#7010247|10#7010247","0",""
"1248","2","248","1#25|1010004#10","1#7005035|2#7005036|3#7005037|4#7005038|5#7005039|6#7010248|7#7010248|8#7010248|9#7010248|10#7010248","0",""
"1249","2","249","1#25|1020001#10","1#7005040|2#7005041|3#7005042|4#7005043|5#7005044|6#7010249|7#7010249|8#7010249|9#7010249|10#7010249","0",""
"1250","2","250","1#50|2#50|1030002#30","1#7005045|2#7005046|3#7005047|4#7005048|5#7005049|6#7010250|7#7010250|8#7010250|9#7010250|10#7010250","0",""
"1251","2","251","1#25|1010004#10","1#7005050|2#7005051|3#7005052|4#7005053|5#7005054|6#7010251|7#7010251|8#7010251|9#7010251|10#7010251","0",""
"1252","2","252","1#25|1020001#10","1#7005055|2#7005056|3#7005057|4#7005058|5#7005059|6#7010252|7#7010252|8#7010252|9#7010252|10#7010252","0",""
"1253","2","253","1#25|1010004#10","1#7005060|2#7005061|3#7005062|4#7005063|5#7005064|6#7010253|7#7010253|8#7010253|9#7010253|10#7010253","0",""
"1254","2","254","1#25|1020001#10","1#7005065|2#7005066|3#7005067|4#7005068|5#7005069|6#7010254|7#7010254|8#7010254|9#7010254|10#7010254","0",""
"1255","2","255","1#50|2#50|1030002#30","1#7005070|2#7005071|3#7005072|4#7005073|5#7005074|6#7010255|7#7010255|8#7010255|9#7010255|10#7010255","0",""
"1256","2","256","1#25|1010004#10","1#7005075|2#7005076|3#7005077|4#7005078|5#7005079|6#7010256|7#7010256|8#7010256|9#7010256|10#7010256","0",""
"1257","2","257","1#25|1020001#10","1#7005080|2#7005081|3#7005082|4#7005083|5#7005084|6#7010257|7#7010257|8#7010257|9#7010257|10#7010257","0",""
"1258","2","258","1#25|1010004#10","1#7005085|2#7005086|3#7005087|4#7005088|5#7005089|6#7010258|7#7010258|8#7010258|9#7010258|10#7010258","0",""
"1259","2","259","1#25|1020001#10","1#7005090|2#7005091|3#7005092|4#7005093|5#7005094|6#7010259|7#7010259|8#7010259|9#7010259|10#7010259","0",""
"1260","2","260","1#50|2#50|1030002#30","1#7005095|2#7005096|3#7005097|4#7005098|5#7005099|6#7010260|7#7010260|8#7010260|9#7010260|10#7010260","0",""
"1261","2","261","1#25|1010004#10","1#7005100|2#7005101|3#7005102|4#7005103|5#7005104|6#7010261|7#7010261|8#7010261|9#7010261|10#7010261","0",""
"1262","2","262","1#25|1020001#10","1#7005105|2#7005106|3#7005107|4#7005108|5#7005109|6#7010262|7#7010262|8#7010262|9#7010262|10#7010262","0",""
"1263","2","263","1#25|1010004#10","1#7005110|2#7005111|3#7005112|4#7005113|5#7005114|6#7010263|7#7010263|8#7010263|9#7010263|10#7010263","0",""
"1264","2","264","1#25|1020001#10","1#7005115|2#7005116|3#7005117|4#7005118|5#7005119|6#7010264|7#7010264|8#7010264|9#7010264|10#7010264","0",""
"1265","2","265","1#50|2#50|1030002#30","1#7005120|2#7005121|3#7005122|4#7005123|5#7005124|6#7010265|7#7010265|8#7010265|9#7010265|10#7010265","0",""
"1266","2","266","1#25|1010004#10","1#7005125|2#7005126|3#7005127|4#7005128|5#7005129|6#7010266|7#7010266|8#7010266|9#7010266|10#7010266","0",""
"1267","2","267","1#25|1020001#10","1#7005130|2#7005131|3#7005132|4#7005133|5#7005134|6#7010267|7#7010267|8#7010267|9#7010267|10#7010267","0",""
"1268","2","268","1#25|1010004#10","1#7005135|2#7005136|3#7005137|4#7005138|5#7005139|6#7010268|7#7010268|8#7010268|9#7010268|10#7010268","0",""
"1269","2","269","1#25|1020001#10","1#7005140|2#7005141|3#7005142|4#7005143|5#7005144|6#7010269|7#7010269|8#7010269|9#7010269|10#7010269","0",""
"1270","2","270","1#50|2#50|1030002#30","1#7005145|2#7005146|3#7005147|4#7005148|5#7005149|6#7010270|7#7010270|8#7010270|9#7010270|10#7010270","0",""
"1271","2","271","1#25|1010004#10","1#7005150|2#7005151|3#7005152|4#7005153|5#7005154|6#7010271|7#7010271|8#7010271|9#7010271|10#7010271","0",""
"1272","2","272","1#25|1020001#10","1#7005155|2#7005156|3#7005157|4#7005158|5#7005159|6#7010272|7#7010272|8#7010272|9#7010272|10#7010272","0",""
"1273","2","273","1#25|1010004#10","1#7005160|2#7005161|3#7005162|4#7005163|5#7005164|6#7010273|7#7010273|8#7010273|9#7010273|10#7010273","0",""
"1274","2","274","1#25|1020001#10","1#7005165|2#7005166|3#7005167|4#7005168|5#7005169|6#7010274|7#7010274|8#7010274|9#7010274|10#7010274","0",""
"1275","2","275","1#50|2#50|1030002#30","1#7005170|2#7005171|3#7005172|4#7005173|5#7005174|6#7010275|7#7010275|8#7010275|9#7010275|10#7010275","0",""
"1276","2","276","1#25|1010004#10","1#7005175|2#7005176|3#7005177|4#7005178|5#7005179|6#7010276|7#7010276|8#7010276|9#7010276|10#7010276","0",""
"1277","2","277","1#25|1020001#10","1#7005180|2#7005181|3#7005182|4#7005183|5#7005184|6#7010277|7#7010277|8#7010277|9#7010277|10#7010277","0",""
"1278","2","278","1#25|1010004#10","1#7005185|2#7005186|3#7005187|4#7005188|5#7005189|6#7010278|7#7010278|8#7010278|9#7010278|10#7010278","0",""
"1279","2","279","1#25|1020001#10","1#7005190|2#7005191|3#7005192|4#7005193|5#7005194|6#7010279|7#7010279|8#7010279|9#7010279|10#7010279","0",""
"1280","2","280","1#50|2#50|1030002#30","1#7005195|2#7005196|3#7005197|4#7005198|5#7005199|6#7010280|7#7010280|8#7010280|9#7010280|10#7010280","0",""
"1281","2","281","1#25|1010004#10","1#7005200|2#7005201|3#7005202|4#7005203|5#7005204|6#7010281|7#7010281|8#7010281|9#7010281|10#7010281","0",""
"1282","2","282","1#25|1020001#10","1#7005205|2#7005206|3#7005207|4#7005208|5#7005209|6#7010282|7#7010282|8#7010282|9#7010282|10#7010282","0",""
"1283","2","283","1#25|1010004#10","1#7005210|2#7005211|3#7005212|4#7005213|5#7005214|6#7010283|7#7010283|8#7010283|9#7010283|10#7010283","0",""
"1284","2","284","1#25|1020001#10","1#7005215|2#7005216|3#7005217|4#7005218|5#7005219|6#7010284|7#7010284|8#7010284|9#7010284|10#7010284","0",""
"1285","2","285","1#50|2#50|1030002#30","1#7005220|2#7005221|3#7005222|4#7005223|5#7005224|6#7010285|7#7010285|8#7010285|9#7010285|10#7010285","0",""
"1286","2","286","1#25|1010004#10","1#7005225|2#7005226|3#7005227|4#7005228|5#7005229|6#7010286|7#7010286|8#7010286|9#7010286|10#7010286","0",""
"1287","2","287","1#25|1020001#10","1#7005230|2#7005231|3#7005232|4#7005233|5#7005234|6#7010287|7#7010287|8#7010287|9#7010287|10#7010287","0",""
"1288","2","288","1#25|1010004#10","1#7005235|2#7005236|3#7005237|4#7005238|5#7005239|6#7010288|7#7010288|8#7010288|9#7010288|10#7010288","0",""
"1289","2","289","1#25|1020001#10","1#7005240|2#7005241|3#7005242|4#7005243|5#7005244|6#7010289|7#7010289|8#7010289|9#7010289|10#7010289","0",""
"1290","2","290","1#50|2#50|1030002#30","1#7005245|2#7005246|3#7005247|4#7005248|5#7005249|6#7010290|7#7010290|8#7010290|9#7010290|10#7010290","0",""
