"#name HeroLevel","#unique id","#index heroIdentity level","#collector heroIdentity","","","","","","","","",""
"id","heroIdentity","level","nextId","costBody","costMaterial","breakLevel","skills","globalAttribute","levelAttribute"
"307065","1030007","65","307066","100","5#970","0","4307101#1|4307201#3|4307301#3","206#200","203#544|202#2480"
"307066","1030007","66","307067","100","5#1000","0","4307101#1|4307201#3|4307301#3","","203#552|202#2513"
"307067","1030007","67","307068","100","5#1030","0","4307101#1|4307201#3|4307301#3","","203#560|202#2545"
"307068","1030007","68","307069","100","5#1060","0","4307101#1|4307201#3|4307301#3","","203#568|202#2578"
"307069","1030007","69","307070","100","5#1090","0","4307101#1|4307201#3|4307301#3","","203#575|202#2610"
"307070","1030007","70","307071","800","2000008#1500","1","4307101#1|4307201#3|4307301#3","205#200","203#625|202#2815"
"307071","1030007","71","307072","100","5#1160","0","4307101#1|4307201#3|4307301#3","","203#633|202#2850"
"307072","1030007","72","307073","100","5#1195","0","4307101#1|4307201#3|4307301#3","","203#641|202#2885"
"307073","1030007","73","307074","100","5#1230","0","4307101#1|4307201#3|4307301#3","","203#650|202#2920"
"307074","1030007","74","307075","100","5#1265","0","4307101#1|4307201#3|4307301#3","","203#658|202#2955"
"307075","1030007","75","307076","100","5#1300","0","4307101#1|4307201#3|4307301#3","206#300","203#667|202#2990"
"307076","1030007","76","307077","100","5#1335","0","4307101#1|4307201#3|4307301#3","","203#675|202#3025"
"307077","1030007","77","307078","100","5#1370","0","4307101#1|4307201#3|4307301#3","","203#683|202#3060"
"307078","1030007","78","307079","100","5#1405","0","4307101#1|4307201#3|4307301#3","","203#692|202#3095"
"307079","1030007","79","307080","100","5#1440","0","4307101#1|4307201#3|4307301#3","","203#700|202#3130"
"307080","1030007","80","307081","1200","2000008#2000","1","4307101#1|4307201#3|4307301#3","205#300","203#756|202#3363"
"307081","1030007","81","307082","100","5#1520","0","4307101#1|4307201#3|4307301#3","","203#765|202#3400"
"307082","1030007","82","307083","100","5#1560","0","4307101#1|4307201#3|4307301#3","","203#774|202#3438"
"307083","1030007","83","307084","100","5#1600","0","4307101#1|4307201#3|4307301#3","","203#783|202#3475"
"307084","1030007","84","307085","100","5#1640","0","4307101#1|4307201#3|4307301#3","","203#792|202#3513"
"307085","1030007","85","307086","100","5#1680","0","4307101#1|4307201#3|4307301#3","206#400","203#801|202#3550"
"307086","1030007","86","307087","100","5#1720","0","4307101#1|4307201#3|4307301#3","","203#810|202#3588"
"307087","1030007","87","307088","100","5#1760","0","4307101#1|4307201#3|4307301#3","","203#819|202#3625"
"307088","1030007","88","307089","100","5#1800","0","4307101#1|4307201#3|4307301#3","","203#828|202#3663"
"307089","1030007","89","307090","100","5#1840","0","4307101#1|4307201#3|4307301#3","","203#837|202#3700"
"307090","1030007","90","307091","1600","2000008#3000","1","4307101#1|4307201#3|4307301#3","205#400","203#899|202#3960"
"307091","1030007","91","307092","100","5#1930","0","4307101#1|4307201#3|4307301#3","","203#909|202#4000"
"307092","1030007","92","307093","100","5#1975","0","4307101#1|4307201#3|4307301#3","","203#919|202#4040"
"307093","1030007","93","307094","100","5#2020","0","4307101#1|4307201#3|4307301#3","","203#928|202#4080"
"307094","1030007","94","307095","100","5#2065","0","4307101#1|4307201#3|4307301#3","","203#938|202#4120"
"307095","1030007","95","307096","100","5#2110","0","4307101#1|4307201#3|4307301#3","206#500","203#947|202#4160"
"307096","1030007","96","307097","100","5#2155","0","4307101#1|4307201#3|4307301#3","","203#957|202#4200"
"307097","1030007","97","307098","100","5#2200","0","4307101#1|4307201#3|4307301#3","","203#967|202#4240"
"307098","1030007","98","307099","100","5#2245","0","4307101#1|4307201#3|4307301#3","","203#976|202#4280"
"307099","1030007","99","307100","100","5#2290","0","4307101#1|4307201#3|4307301#3","","203#986|202#4320"
"307100","1030007","100","0","2000","2000008#5000","1","4307101#1|4307201#3|4307301#3","205#500","203#1055|202#4608"
"308001","1030008","1","308002","1","","0","4308101#1|4308201#1|4308301#0","","203#45|202#400"
"308002","1030008","2","308003","5","5#5","0","4308101#1|4308201#1|4308301#0","","203#51|202#425"
"308003","1030008","3","308004","5","5#10","0","4308101#1|4308201#1|4308301#0","","203#57|202#450"
"308004","1030008","4","308005","5","5#15","0","4308101#1|4308201#1|4308301#0","","203#63|202#475"
"308005","1030008","5","308006","5","5#20","0","4308101#1|4308201#1|4308301#0","203#2","203#69|202#500"
"308006","1030008","6","308007","5","5#25","0","4308101#1|4308201#1|4308301#0","","203#75|202#525"
"308007","1030008","7","308008","5","5#30","0","4308101#1|4308201#1|4308301#0","","203#81|202#550"
"308008","1030008","8","308009","5","5#35","0","4308101#1|4308201#1|4308301#0","","203#87|202#575"
"308009","1030008","9","308010","5","5#40","0","4308101#1|4308201#1|4308301#0","","203#93|202#600"
"308010","1030008","10","308011","10","5#45","0","4308101#1|4308201#1|4308301#1","","203#99|202#625"
"308011","1030008","11","308012","10","5#50","0","4308101#1|4308201#1|4308301#1","","203#105|202#650"
"308012","1030008","12","308013","10","5#55","0","4308101#1|4308201#1|4308301#1","","203#111|202#675"
"308013","1030008","13","308014","10","5#60","0","4308101#1|4308201#1|4308301#1","","203#117|202#700"
"308014","1030008","14","308015","10","5#65","0","4308101#1|4308201#1|4308301#1","","203#123|202#725"
"308015","1030008","15","308016","10","5#70","0","4308101#1|4308201#1|4308301#1","202#10","203#129|202#750"
"308016","1030008","16","308017","10","5#75","0","4308101#1|4308201#1|4308301#1","","203#135|202#775"
"308017","1030008","17","308018","10","5#80","0","4308101#1|4308201#1|4308301#1","","203#141|202#800"
"308018","1030008","18","308019","10","5#85","0","4308101#1|4308201#1|4308301#1","","203#147|202#825"
"308019","1030008","19","308020","10","5#90","0","4308101#1|4308201#1|4308301#1","","203#153|202#850"
"308020","1030008","20","308021","15","5#100","0","4308101#1|4308201#2|4308301#1","","203#170|202#923"
"308021","1030008","21","308022","15","5#110","0","4308101#1|4308201#2|4308301#1","","203#177|202#950"
"308022","1030008","22","308023","15","5#120","0","4308101#1|4308201#2|4308301#1","","203#184|202#978"
"308023","1030008","23","308024","15","5#130","0","4308101#1|4308201#2|4308301#1","","203#190|202#1005"
"308024","1030008","24","308025","15","5#140","0","4308101#1|4308201#2|4308301#1","","203#197|202#1033"
"308025","1030008","25","308026","15","5#150","0","4308101#1|4308201#2|4308301#1","203#3","203#203|202#1060"
"308026","1030008","26","308027","15","5#160","0","4308101#1|4308201#2|4308301#1","","203#210|202#1088"
"308027","1030008","27","308028","15","5#170","0","4308101#1|4308201#2|4308301#1","","203#217|202#1115"
"308028","1030008","28","308029","15","5#180","0","4308101#1|4308201#2|4308301#1","","203#223|202#1143"
"308029","1030008","29","308030","15","5#190","0","4308101#1|4308201#2|4308301#1","","203#230|202#1170"
"308030","1030008","30","308031","80","2000008#250","1","4308101#1|4308201#2|4308301#2","","203#236|202#1198"
"308031","1030008","31","308032","25","5#220","0","4308101#1|4308201#2|4308301#2","","203#243|202#1225"
"308032","1030008","32","308033","25","5#235","0","4308101#1|4308201#2|4308301#2","","203#250|202#1253"
"308033","1030008","33","308034","25","5#250","0","4308101#1|4308201#2|4308301#2","","203#256|202#1280"
"308034","1030008","34","308035","25","5#265","0","4308101#1|4308201#2|4308301#2","","203#263|202#1308"
"308035","1030008","35","308036","25","5#280","0","4308101#1|4308201#2|4308301#2","202#15","203#269|202#1335"
"308036","1030008","36","308037","30","5#295","0","4308101#1|4308201#2|4308301#2","","203#276|202#1363"
"308037","1030008","37","308038","30","5#310","0","4308101#1|4308201#2|4308301#2","","203#283|202#1390"
"308038","1030008","38","308039","30","5#325","0","4308101#1|4308201#2|4308301#2","","203#289|202#1418"
"308039","1030008","39","308040","30","5#340","0","4308101#1|4308201#2|4308301#2","","203#296|202#1445"
"308040","1030008","40","308041","150","2000008#500","1","4308101#1|4308201#3|4308301#2","","203#326|202#1570"
"308041","1030008","41","308042","35","5#380","0","4308101#1|4308201#3|4308301#2","","203#333|202#1600"
"308042","1030008","42","308043","35","5#400","0","4308101#1|4308201#3|4308301#2","","203#340|202#1630"
"308043","1030008","43","308044","35","5#420","0","4308101#1|4308201#3|4308301#2","","203#347|202#1660"
"308044","1030008","44","308045","35","5#440","0","4308101#1|4308201#3|4308301#2","203#4","203#355|202#1690"
"308045","1030008","45","308046","40","5#460","0","4308101#1|4308201#3|4308301#2","","203#362|202#1720"
"308046","1030008","46","308047","40","5#480","0","4308101#1|4308201#3|4308301#2","","203#369|202#1750"
"308047","1030008","47","308048","40","5#500","0","4308101#1|4308201#3|4308301#2","202#20","203#376|202#1780"
"308048","1030008","48","308049","40","5#520","0","4308101#1|4308201#3|4308301#2","","203#383|202#1810"
"308049","1030008","49","308050","40","5#540","0","4308101#1|4308201#3|4308301#2","","203#391|202#1840"
"308050","1030008","50","308051","260","2000008#750","1","4308101#1|4308201#3|4308301#3","","203#398|202#1870"
"308051","1030008","51","308052","45","5#590","0","4308101#1|4308201#3|4308301#3","","203#405|202#1900"
"308052","1030008","52","308053","45","5#615","0","4308101#1|4308201#3|4308301#3","","203#412|202#1930"
"308053","1030008","53","308054","45","5#640","0","4308101#1|4308201#3|4308301#3","","203#419|202#1960"
"308054","1030008","54","308055","45","5#665","0","4308101#1|4308201#3|4308301#3","","203#427|202#1990"
"308055","1030008","55","308056","50","5#690","0","4308101#1|4308201#3|4308301#3","206#100","203#434|202#2020"
"308056","1030008","56","308057","50","5#715","0","4308101#1|4308201#3|4308301#3","","203#441|202#2050"
"308057","1030008","57","308058","50","5#740","0","4308101#1|4308201#3|4308301#3","","203#448|202#2080"
"308058","1030008","58","308059","50","5#765","0","4308101#1|4308201#3|4308301#3","","203#455|202#2110"
"308059","1030008","59","308060","50","5#790","0","4308101#1|4308201#3|4308301#3","","203#463|202#2140"
"308060","1030008","60","308061","400","2000008#1000","1","4308101#1|4308201#3|4308301#3","205#100","203#505|202#2318"
"308061","1030008","61","308062","100","5#850","0","4308101#1|4308201#3|4308301#3","","203#513|202#2350"
"308062","1030008","62","308063","100","5#880","0","4308101#1|4308201#3|4308301#3","","203#521|202#2383"
"308063","1030008","63","308064","100","5#910","0","4308101#1|4308201#3|4308301#3","","203#529|202#2415"
"308064","1030008","64","308065","100","5#940","0","4308101#1|4308201#3|4308301#3","","203#536|202#2448"
"308065","1030008","65","308066","100","5#970","0","4308101#1|4308201#3|4308301#3","206#200","203#544|202#2480"
"308066","1030008","66","308067","100","5#1000","0","4308101#1|4308201#3|4308301#3","","203#552|202#2513"
"308067","1030008","67","308068","100","5#1030","0","4308101#1|4308201#3|4308301#3","","203#560|202#2545"
"308068","1030008","68","308069","100","5#1060","0","4308101#1|4308201#3|4308301#3","","203#568|202#2578"
"308069","1030008","69","308070","100","5#1090","0","4308101#1|4308201#3|4308301#3","","203#575|202#2610"
"308070","1030008","70","308071","800","2000008#1500","1","4308101#1|4308201#3|4308301#3","205#200","203#625|202#2815"
"308071","1030008","71","308072","100","5#1160","0","4308101#1|4308201#3|4308301#3","","203#633|202#2850"
"308072","1030008","72","308073","100","5#1195","0","4308101#1|4308201#3|4308301#3","","203#641|202#2885"
"308073","1030008","73","308074","100","5#1230","0","4308101#1|4308201#3|4308301#3","","203#650|202#2920"
"308074","1030008","74","308075","100","5#1265","0","4308101#1|4308201#3|4308301#3","","203#658|202#2955"
"308075","1030008","75","308076","100","5#1300","0","4308101#1|4308201#3|4308301#3","206#300","203#667|202#2990"
"308076","1030008","76","308077","100","5#1335","0","4308101#1|4308201#3|4308301#3","","203#675|202#3025"
"308077","1030008","77","308078","100","5#1370","0","4308101#1|4308201#3|4308301#3","","203#683|202#3060"
"308078","1030008","78","308079","100","5#1405","0","4308101#1|4308201#3|4308301#3","","203#692|202#3095"
"308079","1030008","79","308080","100","5#1440","0","4308101#1|4308201#3|4308301#3","","203#700|202#3130"
"308080","1030008","80","308081","1200","2000008#2000","1","4308101#1|4308201#3|4308301#3","205#300","203#756|202#3363"
"308081","1030008","81","308082","100","5#1520","0","4308101#1|4308201#3|4308301#3","","203#765|202#3400"
"308082","1030008","82","308083","100","5#1560","0","4308101#1|4308201#3|4308301#3","","203#774|202#3438"
"308083","1030008","83","308084","100","5#1600","0","4308101#1|4308201#3|4308301#3","","203#783|202#3475"
"308084","1030008","84","308085","100","5#1640","0","4308101#1|4308201#3|4308301#3","","203#792|202#3513"
"308085","1030008","85","308086","100","5#1680","0","4308101#1|4308201#3|4308301#3","206#400","203#801|202#3550"
"308086","1030008","86","308087","100","5#1720","0","4308101#1|4308201#3|4308301#3","","203#810|202#3588"
"308087","1030008","87","308088","100","5#1760","0","4308101#1|4308201#3|4308301#3","","203#819|202#3625"
"308088","1030008","88","308089","100","5#1800","0","4308101#1|4308201#3|4308301#3","","203#828|202#3663"
"308089","1030008","89","308090","100","5#1840","0","4308101#1|4308201#3|4308301#3","","203#837|202#3700"
"308090","1030008","90","308091","1600","2000008#3000","1","4308101#1|4308201#3|4308301#3","205#400","203#899|202#3960"
"308091","1030008","91","308092","100","5#1930","0","4308101#1|4308201#3|4308301#3","","203#909|202#4000"
"308092","1030008","92","308093","100","5#1975","0","4308101#1|4308201#3|4308301#3","","203#919|202#4040"
"308093","1030008","93","308094","100","5#2020","0","4308101#1|4308201#3|4308301#3","","203#928|202#4080"
"308094","1030008","94","308095","100","5#2065","0","4308101#1|4308201#3|4308301#3","","203#938|202#4120"
"308095","1030008","95","308096","100","5#2110","0","4308101#1|4308201#3|4308301#3","206#500","203#947|202#4160"
"308096","1030008","96","308097","100","5#2155","0","4308101#1|4308201#3|4308301#3","","203#957|202#4200"
"308097","1030008","97","308098","100","5#2200","0","4308101#1|4308201#3|4308301#3","","203#967|202#4240"
"308098","1030008","98","308099","100","5#2245","0","4308101#1|4308201#3|4308301#3","","203#976|202#4280"
"308099","1030008","99","308100","100","5#2290","0","4308101#1|4308201#3|4308301#3","","203#986|202#4320"
"308100","1030008","100","0","2000","2000008#5000","1","4308101#1|4308201#3|4308301#3","205#500","203#1055|202#4608"
"309001","1030009","1","309002","1","","0","4309101#1|4309201#1|4309301#0","","203#45|202#400"
"309002","1030009","2","309003","5","5#5","0","4309101#1|4309201#1|4309301#0","","203#51|202#425"
"309003","1030009","3","309004","5","5#10","0","4309101#1|4309201#1|4309301#0","","203#57|202#450"
"309004","1030009","4","309005","5","5#15","0","4309101#1|4309201#1|4309301#0","","203#63|202#475"
"309005","1030009","5","309006","5","5#20","0","4309101#1|4309201#1|4309301#0","203#2","203#69|202#500"
"309006","1030009","6","309007","5","5#25","0","4309101#1|4309201#1|4309301#0","","203#75|202#525"
"309007","1030009","7","309008","5","5#30","0","4309101#1|4309201#1|4309301#0","","203#81|202#550"
"309008","1030009","8","309009","5","5#35","0","4309101#1|4309201#1|4309301#0","","203#87|202#575"
"309009","1030009","9","309010","5","5#40","0","4309101#1|4309201#1|4309301#0","","203#93|202#600"
"309010","1030009","10","309011","10","5#45","0","4309101#1|4309201#1|4309301#1","","203#99|202#625"
"309011","1030009","11","309012","10","5#50","0","4309101#1|4309201#1|4309301#1","","203#105|202#650"
"309012","1030009","12","309013","10","5#55","0","4309101#1|4309201#1|4309301#1","","203#111|202#675"
"309013","1030009","13","309014","10","5#60","0","4309101#1|4309201#1|4309301#1","","203#117|202#700"
"309014","1030009","14","309015","10","5#65","0","4309101#1|4309201#1|4309301#1","","203#123|202#725"
"309015","1030009","15","309016","10","5#70","0","4309101#1|4309201#1|4309301#1","202#10","203#129|202#750"
"309016","1030009","16","309017","10","5#75","0","4309101#1|4309201#1|4309301#1","","203#135|202#775"
"309017","1030009","17","309018","10","5#80","0","4309101#1|4309201#1|4309301#1","","203#141|202#800"
"309018","1030009","18","309019","10","5#85","0","4309101#1|4309201#1|4309301#1","","203#147|202#825"
"309019","1030009","19","309020","10","5#90","0","4309101#1|4309201#1|4309301#1","","203#153|202#850"
"309020","1030009","20","309021","15","5#100","0","4309101#1|4309201#2|4309301#1","","203#170|202#923"
"309021","1030009","21","309022","15","5#110","0","4309101#1|4309201#2|4309301#1","","203#177|202#950"
"309022","1030009","22","309023","15","5#120","0","4309101#1|4309201#2|4309301#1","","203#184|202#978"
"309023","1030009","23","309024","15","5#130","0","4309101#1|4309201#2|4309301#1","","203#190|202#1005"
"309024","1030009","24","309025","15","5#140","0","4309101#1|4309201#2|4309301#1","","203#197|202#1033"
"309025","1030009","25","309026","15","5#150","0","4309101#1|4309201#2|4309301#1","203#3","203#203|202#1060"
"309026","1030009","26","309027","15","5#160","0","4309101#1|4309201#2|4309301#1","","203#210|202#1088"
"309027","1030009","27","309028","15","5#170","0","4309101#1|4309201#2|4309301#1","","203#217|202#1115"
"309028","1030009","28","309029","15","5#180","0","4309101#1|4309201#2|4309301#1","","203#223|202#1143"
"309029","1030009","29","309030","15","5#190","0","4309101#1|4309201#2|4309301#1","","203#230|202#1170"
"309030","1030009","30","309031","80","2000008#250","1","4309101#1|4309201#2|4309301#2","","203#236|202#1198"
"309031","1030009","31","309032","25","5#220","0","4309101#1|4309201#2|4309301#2","","203#243|202#1225"
"309032","1030009","32","309033","25","5#235","0","4309101#1|4309201#2|4309301#2","","203#250|202#1253"
"309033","1030009","33","309034","25","5#250","0","4309101#1|4309201#2|4309301#2","","203#256|202#1280"
"309034","1030009","34","309035","25","5#265","0","4309101#1|4309201#2|4309301#2","","203#263|202#1308"
"309035","1030009","35","309036","25","5#280","0","4309101#1|4309201#2|4309301#2","202#15","203#269|202#1335"
"309036","1030009","36","309037","30","5#295","0","4309101#1|4309201#2|4309301#2","","203#276|202#1363"
"309037","1030009","37","309038","30","5#310","0","4309101#1|4309201#2|4309301#2","","203#283|202#1390"
"309038","1030009","38","309039","30","5#325","0","4309101#1|4309201#2|4309301#2","","203#289|202#1418"
"309039","1030009","39","309040","30","5#340","0","4309101#1|4309201#2|4309301#2","","203#296|202#1445"
"309040","1030009","40","309041","150","2000008#500","1","4309101#1|4309201#3|4309301#2","","203#326|202#1570"
"309041","1030009","41","309042","35","5#380","0","4309101#1|4309201#3|4309301#2","","203#333|202#1600"
"309042","1030009","42","309043","35","5#400","0","4309101#1|4309201#3|4309301#2","","203#340|202#1630"
"309043","1030009","43","309044","35","5#420","0","4309101#1|4309201#3|4309301#2","","203#347|202#1660"
"309044","1030009","44","309045","35","5#440","0","4309101#1|4309201#3|4309301#2","203#4","203#355|202#1690"
"309045","1030009","45","309046","40","5#460","0","4309101#1|4309201#3|4309301#2","","203#362|202#1720"
"309046","1030009","46","309047","40","5#480","0","4309101#1|4309201#3|4309301#2","","203#369|202#1750"
"309047","1030009","47","309048","40","5#500","0","4309101#1|4309201#3|4309301#2","202#20","203#376|202#1780"
"309048","1030009","48","309049","40","5#520","0","4309101#1|4309201#3|4309301#2","","203#383|202#1810"
"309049","1030009","49","309050","40","5#540","0","4309101#1|4309201#3|4309301#2","","203#391|202#1840"
"309050","1030009","50","309051","260","2000008#750","1","4309101#1|4309201#3|4309301#3","","203#398|202#1870"
"309051","1030009","51","309052","45","5#590","0","4309101#1|4309201#3|4309301#3","","203#405|202#1900"
"309052","1030009","52","309053","45","5#615","0","4309101#1|4309201#3|4309301#3","","203#412|202#1930"
"309053","1030009","53","309054","45","5#640","0","4309101#1|4309201#3|4309301#3","","203#419|202#1960"
"309054","1030009","54","309055","45","5#665","0","4309101#1|4309201#3|4309301#3","","203#427|202#1990"
"309055","1030009","55","309056","50","5#690","0","4309101#1|4309201#3|4309301#3","206#100","203#434|202#2020"
"309056","1030009","56","309057","50","5#715","0","4309101#1|4309201#3|4309301#3","","203#441|202#2050"
"309057","1030009","57","309058","50","5#740","0","4309101#1|4309201#3|4309301#3","","203#448|202#2080"
"309058","1030009","58","309059","50","5#765","0","4309101#1|4309201#3|4309301#3","","203#455|202#2110"
"309059","1030009","59","309060","50","5#790","0","4309101#1|4309201#3|4309301#3","","203#463|202#2140"
"309060","1030009","60","309061","400","2000008#1000","1","4309101#1|4309201#3|4309301#3","205#100","203#505|202#2318"
"309061","1030009","61","309062","100","5#850","0","4309101#1|4309201#3|4309301#3","","203#513|202#2350"
"309062","1030009","62","309063","100","5#880","0","4309101#1|4309201#3|4309301#3","","203#521|202#2383"
"309063","1030009","63","309064","100","5#910","0","4309101#1|4309201#3|4309301#3","","203#529|202#2415"
"309064","1030009","64","309065","100","5#940","0","4309101#1|4309201#3|4309301#3","","203#536|202#2448"
"309065","1030009","65","309066","100","5#970","0","4309101#1|4309201#3|4309301#3","206#200","203#544|202#2480"
"309066","1030009","66","309067","100","5#1000","0","4309101#1|4309201#3|4309301#3","","203#552|202#2513"
"309067","1030009","67","309068","100","5#1030","0","4309101#1|4309201#3|4309301#3","","203#560|202#2545"
"309068","1030009","68","309069","100","5#1060","0","4309101#1|4309201#3|4309301#3","","203#568|202#2578"
"309069","1030009","69","309070","100","5#1090","0","4309101#1|4309201#3|4309301#3","","203#575|202#2610"
"309070","1030009","70","309071","800","2000008#1500","1","4309101#1|4309201#3|4309301#3","205#200","203#625|202#2815"
"309071","1030009","71","309072","100","5#1160","0","4309101#1|4309201#3|4309301#3","","203#633|202#2850"
"309072","1030009","72","309073","100","5#1195","0","4309101#1|4309201#3|4309301#3","","203#641|202#2885"
"309073","1030009","73","309074","100","5#1230","0","4309101#1|4309201#3|4309301#3","","203#650|202#2920"
"309074","1030009","74","309075","100","5#1265","0","4309101#1|4309201#3|4309301#3","","203#658|202#2955"
"309075","1030009","75","309076","100","5#1300","0","4309101#1|4309201#3|4309301#3","206#300","203#667|202#2990"
"309076","1030009","76","309077","100","5#1335","0","4309101#1|4309201#3|4309301#3","","203#675|202#3025"
"309077","1030009","77","309078","100","5#1370","0","4309101#1|4309201#3|4309301#3","","203#683|202#3060"
"309078","1030009","78","309079","100","5#1405","0","4309101#1|4309201#3|4309301#3","","203#692|202#3095"
"309079","1030009","79","309080","100","5#1440","0","4309101#1|4309201#3|4309301#3","","203#700|202#3130"
"309080","1030009","80","309081","1200","2000008#2000","1","4309101#1|4309201#3|4309301#3","205#300","203#756|202#3363"
"309081","1030009","81","309082","100","5#1520","0","4309101#1|4309201#3|4309301#3","","203#765|202#3400"
"309082","1030009","82","309083","100","5#1560","0","4309101#1|4309201#3|4309301#3","","203#774|202#3438"
"309083","1030009","83","309084","100","5#1600","0","4309101#1|4309201#3|4309301#3","","203#783|202#3475"
"309084","1030009","84","309085","100","5#1640","0","4309101#1|4309201#3|4309301#3","","203#792|202#3513"
"309085","1030009","85","309086","100","5#1680","0","4309101#1|4309201#3|4309301#3","206#400","203#801|202#3550"
"309086","1030009","86","309087","100","5#1720","0","4309101#1|4309201#3|4309301#3","","203#810|202#3588"
"309087","1030009","87","309088","100","5#1760","0","4309101#1|4309201#3|4309301#3","","203#819|202#3625"
"309088","1030009","88","309089","100","5#1800","0","4309101#1|4309201#3|4309301#3","","203#828|202#3663"
"309089","1030009","89","309090","100","5#1840","0","4309101#1|4309201#3|4309301#3","","203#837|202#3700"
"309090","1030009","90","309091","1600","2000008#3000","1","4309101#1|4309201#3|4309301#3","205#400","203#899|202#3960"
"309091","1030009","91","309092","100","5#1930","0","4309101#1|4309201#3|4309301#3","","203#909|202#4000"
"309092","1030009","92","309093","100","5#1975","0","4309101#1|4309201#3|4309301#3","","203#919|202#4040"
"309093","1030009","93","309094","100","5#2020","0","4309101#1|4309201#3|4309301#3","","203#928|202#4080"
"309094","1030009","94","309095","100","5#2065","0","4309101#1|4309201#3|4309301#3","","203#938|202#4120"
"309095","1030009","95","309096","100","5#2110","0","4309101#1|4309201#3|4309301#3","206#500","203#947|202#4160"
"309096","1030009","96","309097","100","5#2155","0","4309101#1|4309201#3|4309301#3","","203#957|202#4200"
"309097","1030009","97","309098","100","5#2200","0","4309101#1|4309201#3|4309301#3","","203#967|202#4240"
"309098","1030009","98","309099","100","5#2245","0","4309101#1|4309201#3|4309301#3","","203#976|202#4280"
"309099","1030009","99","309100","100","5#2290","0","4309101#1|4309201#3|4309301#3","","203#986|202#4320"
"309100","1030009","100","0","2000","2000008#5000","1","4309101#1|4309201#3|4309301#3","205#500","203#1055|202#4608"
"310001","1030010","1","310002","1","","0","4310101#1|4310201#1|4310301#0","","203#45|202#400"
"310002","1030010","2","310003","5","5#5","0","4310101#1|4310201#1|4310301#0","","203#51|202#425"
"310003","1030010","3","310004","5","5#10","0","4310101#1|4310201#1|4310301#0","","203#57|202#450"
"310004","1030010","4","310005","5","5#15","0","4310101#1|4310201#1|4310301#0","","203#63|202#475"
"310005","1030010","5","310006","5","5#20","0","4310101#1|4310201#1|4310301#0","203#2","203#69|202#500"
"310006","1030010","6","310007","5","5#25","0","4310101#1|4310201#1|4310301#0","","203#75|202#525"
"310007","1030010","7","310008","5","5#30","0","4310101#1|4310201#1|4310301#0","","203#81|202#550"
"310008","1030010","8","310009","5","5#35","0","4310101#1|4310201#1|4310301#0","","203#87|202#575"
"310009","1030010","9","310010","5","5#40","0","4310101#1|4310201#1|4310301#0","","203#93|202#600"
"310010","1030010","10","310011","10","5#45","0","4310101#1|4310201#1|4310301#1","","203#99|202#625"
"310011","1030010","11","310012","10","5#50","0","4310101#1|4310201#1|4310301#1","","203#105|202#650"
"310012","1030010","12","310013","10","5#55","0","4310101#1|4310201#1|4310301#1","","203#111|202#675"
"310013","1030010","13","310014","10","5#60","0","4310101#1|4310201#1|4310301#1","","203#117|202#700"
"310014","1030010","14","310015","10","5#65","0","4310101#1|4310201#1|4310301#1","","203#123|202#725"
"310015","1030010","15","310016","10","5#70","0","4310101#1|4310201#1|4310301#1","202#10","203#129|202#750"
"310016","1030010","16","310017","10","5#75","0","4310101#1|4310201#1|4310301#1","","203#135|202#775"
"310017","1030010","17","310018","10","5#80","0","4310101#1|4310201#1|4310301#1","","203#141|202#800"
"310018","1030010","18","310019","10","5#85","0","4310101#1|4310201#1|4310301#1","","203#147|202#825"
"310019","1030010","19","310020","10","5#90","0","4310101#1|4310201#1|4310301#1","","203#153|202#850"
"310020","1030010","20","310021","15","5#100","0","4310101#1|4310201#2|4310301#1","","203#170|202#923"
"310021","1030010","21","310022","15","5#110","0","4310101#1|4310201#2|4310301#1","","203#177|202#950"
"310022","1030010","22","310023","15","5#120","0","4310101#1|4310201#2|4310301#1","","203#184|202#978"
"310023","1030010","23","310024","15","5#130","0","4310101#1|4310201#2|4310301#1","","203#190|202#1005"
"310024","1030010","24","310025","15","5#140","0","4310101#1|4310201#2|4310301#1","","203#197|202#1033"
"310025","1030010","25","310026","15","5#150","0","4310101#1|4310201#2|4310301#1","203#3","203#203|202#1060"
"310026","1030010","26","310027","15","5#160","0","4310101#1|4310201#2|4310301#1","","203#210|202#1088"
"310027","1030010","27","310028","15","5#170","0","4310101#1|4310201#2|4310301#1","","203#217|202#1115"
"310028","1030010","28","310029","15","5#180","0","4310101#1|4310201#2|4310301#1","","203#223|202#1143"
"310029","1030010","29","310030","15","5#190","0","4310101#1|4310201#2|4310301#1","","203#230|202#1170"
"310030","1030010","30","310031","80","2000008#250","1","4310101#1|4310201#2|4310301#2","","203#236|202#1198"
"310031","1030010","31","310032","25","5#220","0","4310101#1|4310201#2|4310301#2","","203#243|202#1225"
"310032","1030010","32","310033","25","5#235","0","4310101#1|4310201#2|4310301#2","","203#250|202#1253"
"310033","1030010","33","310034","25","5#250","0","4310101#1|4310201#2|4310301#2","","203#256|202#1280"
"310034","1030010","34","310035","25","5#265","0","4310101#1|4310201#2|4310301#2","","203#263|202#1308"
"310035","1030010","35","310036","25","5#280","0","4310101#1|4310201#2|4310301#2","202#15","203#269|202#1335"
"310036","1030010","36","310037","30","5#295","0","4310101#1|4310201#2|4310301#2","","203#276|202#1363"
"310037","1030010","37","310038","30","5#310","0","4310101#1|4310201#2|4310301#2","","203#283|202#1390"
